식품명,대표식품명,탄수화물(g),Gi수치 ,,,,
젤리뽀 오렌지맛,젤리,26.67,78,,,,
젤리셔스 구미당기는구미 세가지맛,젤리,74.29,78,,,,
젤리셔스 메론먹은 죠스바 듀오젤리,젤리,71.67,78,,,,
젤리셔스 포도먹은구미,젤리,71.67,78,,,,
젤리셔스구미당기는구미,젤리,74.29,78,,,,
젤리셔스구미당기는구미딸기맛,젤리,74.24,78,,,,
젤리셔스구미당기는구미세가지맛,젤리,75,78,,,,
젤리셔스말랑망고,젤리,76,78,,,,
젤리셔스매치앤매치,젤리,74,78,,,,
젤리셔스몽쉘젤리,젤리,75,78,,,,
젤리셔스복숭아젤리,젤리,76,78,,,,
젤리셔스죠슈박,젤리,73.33,78,,,,
젤리수코디아루미미스티,젤리,81.7,78,,,,
젤리수코디프루타미스테,젤리,74.1,78,,,,
젤리스트로우 어쏘티드,젤리,25.91,78,,,,
젤리스틱감귤,젤리,34.78,78,,,,
젤리스틱어쏠티드,젤리,25,78,,,,
젤리어소티드,젤리,17.54,78,,,,
젤리인젤리리치,젤리,86,78,,,,
젤리인젤리망고,젤리,76.92,78,,,,
젤리인젤리복숭아,젤리,82,78,,,,
젬무브블루베리젤리,젤리,84,78,,,,
종근당비타C젤리,젤리,76.19,78,,,,
종합제리,젤리,90,78,,,,
종합제리골드,젤리,90.91,78,,,,
죠스가삼킨스크류바젤리,젤리,22,78,,,,
죠스바 아이스 톡톡젤리,젤리,24.07,78,,,,
죠스바젤리,젤리,74.29,78,,,,
쥬라기공룡,젤리,86.25,78,,,,
쥬시 청포도,젤리,88.8,78,,,,
쥬시망고스틴,젤리,88.8,78,,,,
쥬시스트로우,젤리,23.16,78,,,,
쥬시초이스,젤리,24.29,78,,,,
쥬시쿨젤리자두,젤리,80,78,,,,
쥬시쿨젤리청포도,젤리,80,78,,,,
쥬시톡망고,젤리,32.22,78,,,,
쥬시피치,젤리,88.8,78,,,,
쥬시헬시초유콜라겐곤약젤리리치석류,젤리,0.83,78,,,,
쥬시헬시초유콜라겐곤약젤리망고,젤리,0.83,78,,,,
쥬시헬시초유콜라겐곤약젤리복숭아,젤리,0.83,78,,,,
쥬시헬시초유콜라겐곤약젤리풋사과,젤리,0.83,78,,,,
지리산오디푸딩,젤리,16,78,,,,
진락고려홍삼제리,젤리,92,78,,,,
진저본,젤리,92,78,,,,
짜먹는젤리쭈사과,젤리,20,78,,,,
짜먹는젤리쭈포도,젤리,17,78,,,,
짱셔요빅요구르트젤리,젤리,75.58,78,,,,
쫄깃쫄깃재미로먹는젤리밥,젤리,70,78,,,,
쬰쬬니딸기사과,젤리,82.76,78,,,,
쬰쬬니청포도,젤리,82.76,78,,,,
쬰쬬니콜라,젤리,82.76,78,,,,
쬰쬬니크레이지레몬맛,젤리,82.76,78,,,,
쭉!쭈~욱짜먹는젤리(사과맛),젤리,77.5,78,,,,
쭉!쭈~욱짜먹는젤리(콜라향),젤리,77.5,78,,,,
쭉!쭈~욱짜먹는젤리(포도맛),젤리,77.5,78,,,,
찢어먹는짱셔요,젤리,83.33,78,,,,
차일드스플레이(4-2.투시롤),젤리,69.57,78,,,,
차일드스플레이(4-3.투시롤),젤리,71.88,78,,,,
찰스톤츄,젤리,82.1,78,,,,
참다한홍삼젤리,젤리,83.33,78,,,,
참치회모양젤리,젤리,74.55,78,,,,
청정원망고감귤젤리,젤리,20,78,,,,
청포도과즙그대로마이구미,젤리,69.7,78,,,,
청포도젤리,젤리,79.17,78,,,,
청포도코리아,젤리,32.83,78,,,,
체리맛그린빈모양젤리빈,젤리,83,78,,,,
체리향구미,젤리,70,78,,,,
초록매실,젤리,88,78,,,,
초이스엘종합젤리,젤리,87,78,,,,
초코모양구미,젤리,70,78,,,,
초코향롤앤롤,젤리,86.86,78,,,,
츄파춥스젤리사워게코,젤리,80,78,,,,
츄파춥스하트젤리복숭아크림향,젤리,76.67,78,,,,
츄파춥스하트젤리포도크림향,젤리,76.67,78,,,,
친구가좋아하는새콤짱(딸기맛),젤리,81.25,78,,,,
카라멜진저브레드맨모양구미젤리,젤리,76,78,,,,
카루이자와믹스,젤리,89,78,,,,
카수가이그레이프구미,젤리,74.77,78,,,,
카수가이머스캣구미,젤리,74.77,78,,,,
카수가이믹스구미,젤리,74.51,78,,,,
카수가이수박맛구미,젤리,74.77,78,,,,
카수가이피치구미,젤리,74.77,78,,,,
커클랜드시그니춰젤리벨리,젤리,92,78,,,,
커피빈커피젤리아메리카노,젤리,82,78,,,,
코니페이스구미,젤리,70,78,,,,
코로로그레이프,젤리,72.92,78,,,,
코로로머스캣,젤리,70.83,78,,,,
코로로복숭아,젤리,72.5,78,,,,
코로로콜라향,젤리,70,78,,,,
콜라겐에쏙빠지다,젤리,2.92,78,,,,
콜라맛젤리,젤리,70,78,,,,
콜라멜짱,젤리,104.35,78,,,,
콜라바틀젤리,젤리,76.5,78,,,,
콜라병모양젤리,젤리,86.18,78,,,,
콜라향바틀구미,젤리,75,78,,,,
콜라향사우어구미,젤리,72,78,,,,
쿠다모노야상믹스젤리,젤리,15.9,78,,,,
쿠다모노야상하쿠토우젤리,젤리,17.5,78,,,,
쿨젤리레몬민트,젤리,75.56,78,,,,
큐옴우리가족억만장자만들기,젤리,77.78,78,,,,
큐옴우리가족억만장자만들기(밀크맛),젤리,72.22,78,,,,
큐옴우리가족억만장자만들기(코코아맛),젤리,72.22,78,,,,
크런치롱젤리,젤리,93.1,78,,,,
크레용신짱 마이키링 젤리빈 복숭아맛,젤리,93,78,,,,
크레용신짱플리퍼즈젤리빈,젤리,93,78,,,,
크레이터블멀티스위트,젤리,79,78,,,,
크리피구미,젤리,72.73,78,,,,
클라운구미,젤리,70,78,,,,
클리어베어모양젤리,젤리,76,78,,,,
클리어웜젤리,젤리,76.25,78,,,,
키요그릭요거트젤리딸기,젤리,76,78,,,,
키요그릭요거트젤리블루베리,젤리,76,78,,,,
키요그릭요거트젤리청포도,젤리,76,78,,,,
키요비타민C젤리,젤리,75.71,78,,,,
키위사과코코젤리,젤리,21.33,78,,,,
탱글탱글석류콜라겐젤리,젤리,50,78,,,,
탱글한제주ABC젤리,젤리,23.08,78,,,,
탱글한제주감귤젤리,젤리,18.46,78,,,,
탱글한제주한라봉젤리,젤리,19.23,78,,,,
터키 딜라이트 믹스후르츠향 젤리,젤리,84,78,,,,
터틀구미,젤리,79,78,,,,
테니스화모양구미,젤리,77,78,,,,
테디베어모양구미,젤리,78,78,,,,
테디베이비젤리,젤리,70,78,,,,
토픽스스틱딸기맛,젤리,84.29,78,,,,
토픽스스틱사과맛,젤리,84.29,78,,,,
토픽스스틱수박맛,젤리,84.29,78,,,,
토픽스스틱오렌지맛,젤리,84.29,78,,,,
톡젤리딸기맛,젤리,25,78,,,,
톳앤젤리,젤리,70,78,,,,
투티프루티사워,젤리,90,78,,,,
투티프루티오리지널,젤리,89,78,,,,
투티프루티패션,젤리,85,78,,,,
투티프루티향바틀구미,젤리,77,78,,,,
트로피칼 원더 125g,젤리,82,78,,,,
트로피칼 원더 40g,젤리,82,78,,,,
트로피컬개구리모양구미,젤리,80,78,,,,
트롤리 베리스,젤리,76,78,,,,
트롤리 베리향구미,젤리,79.1,78,,,,
트롤리 스퀴글 트위스트,젤리,75,78,,,,
트롤리 스퀴글즈,젤리,76,78,,,,
트롤리 스파게티니 사우어 콜라향,젤리,82,78,,,,
트롤리 애플향 팝스,젤리,78,78,,,,
트롤리 올인원,젤리,77,78,,,,
트롤리 월리,젤리,77,78,,,,
트롤리 캐터필러,젤리,78,78,,,,
트롤리 콜라향 보틀,젤리,77,78,,,,
트롤리 콜라향사우어스트립스,젤리,81.06,78,,,,
트롤리 트로픽오스,젤리,79,78,,,,
트롤리 피자모양 젤리,젤리,79.17,78,,,,
트롤리 핫도그 모양 젤리,젤리,77.78,78,,,,
트롤리구미버거모양젤리,젤리,77,78,,,,
트롤리구미샤크,젤리,76,78,,,,
트롤리구미캔디바나나맛,젤리,79,78,,,,
트롤리구미캔디바나나향,젤리,79,78,,,,
트롤리구미캔디사워게코,젤리,77.67,78,,,,
트롤리네온스쿠이글스,젤리,76,78,,,,
트롤리다이노렉스,젤리,84,78,,,,
트롤리디노렉스,젤리,84,78,,,,
트롤리딸기향사우어스트립스,젤리,81.06,78,,,,
트롤리미니버거모양젤리,젤리,80,78,,,,
트롤리믹스사우어스트립스,젤리,81.06,78,,,,
트롤리비즐믹스,젤리,84,78,,,,
트롤리사우어구미믹스,젤리,79,78,,,,
트롤리사우어구미캔디,젤리,76,78,,,,
트롤리사우어글로우웜즈,젤리,76,78,,,,
트롤리사우어글로웜즈,젤리,77,78,,,,
트롤리사우어옥토퍼스,젤리,76,78,,,,
트롤리사우어콜라향보틀,젤리,76,78,,,,
트롤리상어모양구미,젤리,78,78,,,,
트롤리스파게티니사우어딸기맛,젤리,82,78,,,,
트롤리스파게티니사우어콜라향,젤리,82,78,,,,
트롤리애플멜로우,젤리,85,78,,,,
트롤리애플향링스,젤리,79,78,,,,
트롤리옥토퍼스,젤리,75,78,,,,
트롤리올인원,젤리,77,78,,,,
트롤리요후르츠맛,젤리,76,78,,,,
트롤리워터멜론향,젤리,77,78,,,,
트롤리월리,젤리,77,78,,,,
트롤리지구본모양구미,젤리,72,78,,,,
트롤리초코바나나향머쉬멜로우,젤리,82,78,,,,
트롤리콜라향보틀,젤리,77,78,,,,
트롤리클래식베어즈,젤리,76,78,,,,
트롤리키스,젤리,79,78,,,,
트롤리플래닛구미,젤리,73.68,78,,,,
트롤리플레이마우스,젤리,77,78,,,,
트롤리피치향링스,젤리,78,78,,,,
트롤리피치향머쉬멜로우,젤리,85,78,,,,
트리플하트모양젤리,젤리,80,78,,,,
트위스트하트모양젤리,젤리,78,78,,,,
트윈스구미젤리,젤리,75,78,,,,
틱토겔리사과,젤리,27.5,78,,,,
틱톡젤리딸기,젤리,25,78,,,,
틱톡젤리바나나&레몬,젤리,25,78,,,,
틱톡젤리포도,젤리,25,78,,,,
파워밸런스 워터젤리,젤리,7,78,,,,
파인애플맛그린빈모양젤리빈,젤리,90,78,,,,
파인애플모양구미,젤리,76,78,,,,
파인애플모양젤리,젤리,78.2,78,,,,
파인애플향오일드젤리,젤리,76,78,,,,
파파베어구미,젤리,70,78,,,,
판망고파인,젤리,23,78,,,,
팜틱푸룬젤리,젤리,30.5,78,,,,
패션프루트젤리,젤리,22.25,78,,,,
퍼즐게임젤리,젤리,74.62,78,,,,
페코구미복숭아맛,젤리,74,78,,,,
페코구미포도맛,젤리,72,78,,,,
포도 젤리,젤리,23.33,78,,,,
포도과즙그대로마이구미,젤리,71.21,78,,,,
포도맛그린빈모양젤리빈,젤리,90,78,,,,
포도송이,젤리,22.67,78,,,,
포도알맹이,젤리,72.22,78,,,,
포도젤리,젤리,25,78,,,,
포도쪼옥,젤리,50,78,,,,
포도쮸,젤리,92.86,78,,,,
푸루푸루구미망고,젤리,79,78,,,,
푸루푸루구미멜론,젤리,79,78,,,,
푸루푸루구미바나나,젤리,79,78,,,,
푸루푸루구미파인애플,젤리,78,78,,,,
푸룬큐브제리,젤리,73.33,78,,,,
퓨레뜨밀감-C,젤리,40,78,,,,
프라이드계란모양구미,젤리,80,78,,,,
프로그구미젤리,젤리,77,78,,,,
프로도젤리,젤리,70,78,,,,
프로세코베어구미젤리,젤리,76,78,,,,
프로폴리스석류젤리,젤리,46.67,78,,,,
프루츠스낵과일모양구미젤리,젤리,77,78,,,,
프루츠스낵망고&패션프루츠구미젤리,젤리,77,78,,,,
프루츠스낵바나나&오렌지구미젤리,젤리,78,78,,,,
프루츠스낵복숭아구미젤리,젤리,77,78,,,,
프루츠스낵스트로베리구미젤리,젤리,76,78,,,,
프루츠스낵자몽&오렌지구미젤리,젤리,77,78,,,,
프루츠쥬스미니베어구미젤리,젤리,77,78,,,,
프루츠쥬스바이시클구미젤리,젤리,63,78,,,,
프루츠쥬스베어구미젤리,젤리,77,78,,,,
프루츠쥬스크리스마스믹스구미젤리,젤리,79,78,,,,
프루츠쥬스트윈스구미젤리,젤리,75,78,,,,
프루트로프,젤리,40.4,78,,,,
프루티부시,젤리,77.5,78,,,,
프루팁스,젤리,85.71,78,,,,
프루팁스 말랑 베리믹스,젤리,75,78,,,,
프루팁스 말랑 오리지널,젤리,75,78,,,,
프루팁스 말랑 트로피컬 믹스,젤리,75,78,,,,
프루팁스레몬맛,젤리,90,78,,,,
프루팁스리치맛,젤리,85,78,,,,
프루팁스블랙커런트맛,젤리,86,78,,,,
프루팁스자몽맛,젤리,90,78,,,,
프리마베라딸기맛,젤리,91,78,,,,
플래이래빗,젤리,83.33,78,,,,
플래이레터,젤리,80,78,,,,
플레이시애니멀,젤리,81.25,78,,,,
플레이오소스렐레노스,젤리,71.43,78,,,,
피니스몰바나나모양젤리,젤리,78,78,,,,
피자슬라이스모양구미,젤리,78,78,,,,
피져미니,젤리,70,78,,,,
피코발라,젤리,81,78,,,,
핑크그레이프후르츠베어구미,젤리,70,78,,,,
하리보 피코발라,젤리,82,78,,,,
하리보 할로윈 스케리 펀,젤리,77.5,78,,,,
하리보골드바렌,젤리,77,78,,,,
하리보골드베렌,젤리,86.25,78,,,,
하리보골드베렌컵,젤리,76.5,78,,,,
하리보골드베어,젤리,77,78,,,,
하리보그레이프프루트,젤리,82,78,,,,
하리보다이노스,젤리,76,78,,,,
하리보러브하트,젤리,81.25,78,,,,
하리보룰렛,젤리,77.14,78,,,,
하리보메가룰렛,젤리,77,78,,,,
하리보메가룰렛사우어,젤리,77,78,,,,
하리보메리크리스마스,젤리,77.5,78,,,,
하리보밀히바렌,젤리,77,78,,,,
하리보발라스틱스스트로베리크림향,젤리,78.67,78,,,,
하리보사우어브릭스,젤리,80,78,,,,
하리보스위트사우어베어스,젤리,77.4,78,,,,
하리보스타믹스,젤리,77.78,78,,,,
하리보스타믹스컵,젤리,83,78,,,,
하리보에어퍼레이드,젤리,77,78,,,,
하리보워미스,젤리,77,78,,,,
하리보워터멜론,젤리,81.75,78,,,,
하리보웜즈,젤리,76.4,78,,,,
하리보웜즈사우어,젤리,84,78,,,,
하리보웜즈피즈,젤리,84,78,,,,
하리보젤리빈스,젤리,93,78,,,,
하리보킨더슈눌러,젤리,77,78,,,,
하리보트윈스네이크,젤리,77,78,,,,
하리보파티펀,젤리,77.5,78,,,,
하리보판타지아,젤리,77,78,,,,
하리보팽귄모양구미,젤리,54,78,,,,
하리보프루트마니아레몬,젤리,83,78,,,,
하리보프루트마니아베리,젤리,83,78,,,,
하리보피라미도스,젤리,75,78,,,,
하리보피치,젤리,82,78,,,,
하리보피치컵,젤리,78,78,,,,
하리보피코발라,젤리,81,78,,,,
하리보픽앤파티,젤리,75,78,,,,
하리보할로윈스케리펀,젤리,75,78,,,,
하리보할로윈파티,젤리,77.5,78,,,,
하리보해피그레이프,젤리,77.7,78,,,,
하리보해피체리향,젤리,77,78,,,,
하리보해피콜라,젤리,73.88,78,,,,
하리보해피콜라구미,젤리,77,78,,,,
하리보해피콜라사우어,젤리,82,78,,,,
하리보해피콜라향사우어,젤리,78,78,,,,
하리보해피콜라향젤리,젤리,83.75,78,,,,
하이츄딸기맛,젤리,81.75,78,,,,
하이츄사우어레몬맛,젤리,82.46,78,,,,
하이츄사우어자몽맛,젤리,82.46,78,,,,
하이츄사우어파인애플맛,젤리,82.46,78,,,,
하이츄포도맛,젤리,81.58,78,,,,
한라봉제리뽀,젤리,16.67,78,,,,
한입에쏘옥감귤젤리,젤리,40,78,,,,
한입에쏘옥망고젤리,젤리,40,78,,,,
한입에쏘옥파인애플젤리,젤리,50,78,,,,
한입에쏘옥포도젤리,젤리,50,78,,,,
함소아푸푸워터젤리푸룬,젤리,18.57,78,,,,
함양조청생강제리,젤리,91.67,78,,,,
핫도그모양구미캔디,젤리,80,78,,,,
해피베어젤리,젤리,80,78,,,,
해피젤리,젤리,83.1,78,,,,
해피콜라향젤리,젤리,77,78,,,,
핵짱셔요,젤리,86.67,78,,,,
핵짱셔요콜라,젤리,74,78,,,,
허니비구미젤리,젤리,78,78,,,,
허니자몽,젤리,86.25,78,,,,
헐셔사과포도맛,젤리,84,78,,,,
헬로베어,젤리,86.51,78,,,,
호박모양구미,젤리,70,78,,,,
호박제리,젤리,92.86,78,,,,
호빵모양젤리,젤리,80,78,,,,
홍삼블루베리젤리,젤리,90,78,,,,
홍삼을넣은곤약젤리블루베리,젤리,8,78,,,,
홍삼을넣은곤약젤리사과,젤리,9,78,,,,
홍삼제리,젤리,90,78,,,,
홍삼젤리,젤리,76,78,,,,
홍삼큐브제리,젤리,93.85,78,,,,
황풍정홍삼정젤리,젤리,100,78,,,,
후레쉬미니제리(빙수용),젤리,84,78,,,,
후렌치파이젤리 딸기,젤리,78.57,78,,,,
후룻바이더풋스트로베리레몬에이드,젤리,80.95,78,,,,
후룻엔젤감귤,젤리,17.33,78,,,,
후룻엔젤망고,젤리,17.33,78,,,,
후룻엔젤파인,젤리,16,78,,,,
후르츠맛바이츠,젤리,21.82,78,,,,
후르츠믹스구미,젤리,70,78,,,,
후르츠믹스바바리아,젤리,100,78,,,,
후르츠슬라이스모양구미,젤리,78,78,,,,
후르츠젤리,젤리,87.5,78,,,,
후르츠텐,젤리,97.3,78,,,,
후르츠향메가스네이크,젤리,70,78,,,,
후르트텔라스트로베리스틱,젤리,84.38,78,,,,
후르트텔라오렌지스틱,젤리,84.38,78,,,,
후르트텔라요구르트향,젤리,83,78,,,,
후르트텔라후르트믹스,젤리,83,78,,,,
후르티부시,젤리,78,78,,,,
후르티아망고아연젤리,젤리,78,78,,,,
후르티아석류콜라겐젤리,젤리,76,78,,,,
후르티아오젤리망고,젤리,17.27,78,,,,
후르티아오젤리석류,젤리,17.27,78,,,,
후르티아오젤리오렌지,젤리,17.27,78,,,,
후르티아쨍쨍젤리,젤리,76,78,,,,
후지야페코구미복숭아맛,젤리,74,78,,,,
후지야페코구미포도맛,젤리,72,78,,,,
흑마늘젤리,젤리,85.71,78,,,,
흔한남매냐하젤리,젤리,80,78,,,,
흔한남매따룽해젤리,젤리,80,78,,,,
히르니스구미젤리,젤리,75,78,,,,
히츨러미니히치스,젤리,85.33,78,,,,
히츨러미니히치스사우어,젤리,83.64,78,,,,
히츨러히치스머메이드에디션,젤리,85.6,78,,,,
히치스머메이드수수깡젤리,젤리,85,78,,,,
히치스버블검수수깡젤리,젤리,85,78,,,,
히치스사우어수수깡젤리,젤리,84.29,78,,,,
히치스수수깡젤리,젤리,85,78,,,,
히치스트로피칼수수깡젤리,젤리,85,78,,,,
DearU대추젤리,젤리,40.45,78,,,,
DearU사과대추젤리,젤리,45,78,,,,
Sans 젤리,젤리,40.82,78,,,,
가나다라 젤리,젤리,78.46,78,,,,
고미야미 홍삼구미젤리,젤리,75.79,78,,,,
공룡나라 딸기워터젤리,젤리,17.1,78,,,,
공룡나라 백향과워터젤리,젤리,18.1,78,,,,
공룡나라 아로니아워터젤리,젤리,17.7,78,,,,
공룡나라 참다래워터젤리,젤리,17.5,78,,,,
과일맛젤리(감귤),젤리,86.4,78,,,,
과일맛젤리(레몬),젤리,84.4,78,,,,
과일맛젤리(포도),젤리,85.4,78,,,,
광양농부 매실 워터젤리,젤리,15,78,,,,
그레노스 올인원 콜라겐 플러스 베리솔,젤리,25.36,78,,,,
그린올 생강맛젤리,젤리,87.46,78,,,,
냥냥펀치 젤리 레몬맛,젤리,81.43,78,,,,
냥냥펀치 젤리 체리맛,젤리,81.43,78,,,,
농협 곤약젤리 복숭아,젤리,7.27,78,,,,
농협 젤리농장 사과,젤리,18.13,78,,,,
농협 젤리농장 포도,젤리,18.75,78,,,,
달새앙 단호박젤리,젤리,90.6,78,,,,
달새앙 쑥젤리,젤리,87.2,78,,,,
달콤상콤 제주한라봉젤리,젤리,82.5,78,,,,
더덕 동충하초 건강젤리,젤리,88,78,,,,
데이셀 닥터 롱다리 발효홍삼 젤리 플러스,젤리,31.01,78,,,,
동아 종합제리,젤리,92.86,78,,,,
들깨맛 젤리,젤리,83.54,78,,,,
딜리프 콜라겐 곤약젤리 복숭아,젤리,1.18,78,,,,
딜리프 콜라겐 곤약젤리 청포도,젤리,1.26,78,,,,
떡복희젤리,젤리,83.72,78,,,,
뚜또 코코애플망고,젤리,18.7,78,,,,
라이블링 옐로우 구미,젤리,70.27,78,,,,
레드젤리,젤리,72.5,78,,,,
레디큐 스틱 레이디,젤리,33.33,78,,,,
레디큐 스틱 오리지널,젤리,32.22,78,,,,
레디큐 츄 오리지널,젤리,78.73,78,,,,
레모나 쮸잉,젤리,87.92,78,,,,
레모나 터져라 톡톡 젤리,젤리,77.52,78,,,,
레몬 뷰티 젤리,젤리,33.33,78,,,,
리얼블루베리 식물성 콜라겐 스틱젤리,젤리,51.97,78,,,,
리치치즈젤리,젤리,88,78,,,,
리치콜라겐 비오틴 C 젤리,젤리,29.5,78,,,,
마린코스 ABC주스 이너뷰티 콜라겐 젤리스틱,젤리,52,78,,,,
마린코스 황매실 이너뷰티 콜라겐 젤리스틱,젤리,49.5,78,,,,
